Using device: mps
Sampling 1000 networks across 1 chunks of 1000...

--- Processing Chunk 1/1 (1000 networks) ---
Epoch 319 - Avg Loss: 0.0298, Best Loss: 0.0252
Epoch 320 - Avg Loss: 0.0298, Best Loss: 0.0252
Epoch 321 - Avg Loss: 0.0297, Best Loss: 0.0252
Epoch 322 - Avg Loss: 0.0297, Best Loss: 0.0251
Epoch 323 - Avg Loss: 0.0297, Best Loss: 0.0251
Epoch 324 - Avg Loss: 0.0297, Best Loss: 0.0251
Epoch 325 - Avg Loss: 0.0296, Best Loss: 0.0250
Epoch 326 - Avg Loss: 0.0296, Best Loss: 0.0250
Epoch 327 - Avg Loss: 0.0296, Best Loss: 0.0250
Epoch 328 - Avg Loss: 0.0295, Best Loss: 0.0249
Epoch 329 - Avg Loss: 0.0296, Best Loss: 0.0249
Epoch 330 - Avg Loss: 0.0295, Best Loss: 0.0249
Epoch 331 - Avg Loss: 0.0295, Best Loss: 0.0248
Epoch 332 - Avg Loss: 0.0295, Best Loss: 0.0248
Epoch 333 - Avg Loss: 0.0295, Best Loss: 0.0249
Epoch 334 - Avg Loss: 0.0294, Best Loss: 0.0254
Epoch 335 - Avg Loss: 0.0294, Best Loss: 0.0254
Epoch 336 - Avg Loss: 0.0294, Best Loss: 0.0254
Epoch 337 - Avg Loss: 0.0294, Best Loss: 0.0253
Epoch 338 - Avg Loss: 0.0294, Best Loss: 0.0254
Epoch 339 - Avg Loss: 0.0294, Best Loss: 0.0252
Epoch 340 - Avg Loss: 0.0294, Best Loss: 0.0253
Epoch 341 - Avg Loss: 0.0294, Best Loss: 0.0252
Epoch 342 - Avg Loss: 0.0294, Best Loss: 0.0252
Epoch 343 - Avg Loss: 0.0294, Best Loss: 0.0252
Epoch 344 - Avg Loss: 0.0294, Best Loss: 0.0251
Epoch 345 - Avg Loss: 0.0293, Best Loss: 0.0251
Epoch 346 - Avg Loss: 0.0293, Best Loss: 0.0250
Epoch 347 - Avg Loss: 0.0293, Best Loss: 0.0250
Epoch 348 - Avg Loss: 0.0293, Best Loss: 0.0250
Epoch 349 - Avg Loss: 0.0293, Best Loss: 0.0250
Epoch 350 - Avg Loss: 0.0293, Best Loss: 0.0249
Epoch 351 - Avg Loss: 0.0293, Best Loss: 0.0249
Epoch 352 - Avg Loss: 0.0293, Best Loss: 0.0249
Epoch 353 - Avg Loss: 0.0293, Best Loss: 0.0248
Epoch 354 - Avg Loss: 0.0293, Best Loss: 0.0248
Epoch 355 - Avg Loss: 0.0293, Best Loss: 0.0248
Epoch 356 - Avg Loss: 0.0293, Best Loss: 0.0249
Epoch 357 - Avg Loss: 0.0293, Best Loss: 0.0249
Epoch 358 - Avg Loss: 0.0292, Best Loss: 0.0249
Epoch 359 - Avg Loss: 0.0292, Best Loss: 0.0248
Epoch 360 - Avg Loss: 0.0292, Best Loss: 0.0248
Epoch 361 - Avg Loss: 0.0292, Best Loss: 0.0248
Epoch 362 - Avg Loss: 0.0292, Best Loss: 0.0247
Epoch 363 - Avg Loss: 0.0292, Best Loss: 0.0254
Epoch 364 - Avg Loss: 0.0292, Best Loss: 0.0254
Epoch 365 - Avg Loss: 0.0292, Best Loss: 0.0253
Epoch 366 - Avg Loss: 0.0292, Best Loss: 0.0254
Epoch 367 - Avg Loss: 0.0292, Best Loss: 0.0253
Epoch 368 - Avg Loss: 0.0292, Best Loss: 0.0253
Epoch 369 - Avg Loss: 0.0292, Best Loss: 0.0253
Epoch 370 - Avg Loss: 0.0292, Best Loss: 0.0250
Epoch 371 - Avg Loss: 0.0292, Best Loss: 0.0252
Epoch 372 - Avg Loss: 0.0291, Best Loss: 0.0252
Epoch 373 - Avg Loss: 0.0291, Best Loss: 0.0252
Epoch 374 - Avg Loss: 0.0291, Best Loss: 0.0251
Epoch 375 - Avg Loss: 0.0291, Best Loss: 0.0250
Epoch 376 - Avg Loss: 0.0291, Best Loss: 0.0250
Epoch 377 - Avg Loss: 0.0291, Best Loss: 0.0249
Epoch 378 - Avg Loss: 0.0291, Best Loss: 0.0248
Epoch 379 - Avg Loss: 0.0291, Best Loss: 0.0248
Epoch 380 - Avg Loss: 0.0290, Best Loss: 0.0247
Epoch 381 - Avg Loss: 0.0291, Best Loss: 0.0246
Epoch 382 - Avg Loss: 0.0290, Best Loss: 0.0246
Epoch 383 - Avg Loss: 0.0290, Best Loss: 0.0245
